,LOCATION,INDICATOR,TIME,Value
504,DNK,TRADEGOOD,2014-Q2,1.286803
505,DNK,TRADEGOOD,2014-Q3,-3.382497
506,DNK,TRADEGOOD,2014-Q4,-5.056236
507,DNK,TRADEGOOD,2015-Q1,-6.223815
508,DNK,TRADEGOOD,2015-Q2,-2.823076
509,DNK,TRADEGOOD,2015-Q3,-2.874579
510,DNK,TRADEGOOD,2015-Q4,-1.311726
511,DNK,TRADEGOOD,2016-Q1,-0.3545018
512,DNK,TRADEGOOD,2016-Q2,4.188864
513,DNK,TRADEGOOD,2016-Q3,0.1286445
514,DNK,TRADEGOOD,2016-Q4,-0.9670805
515,DNK,TRADEGOOD,2017-Q1,0.5838693
516,DNK,TRADEGOOD,2017-Q2,2.81162
517,DNK,TRADEGOOD,2017-Q3,8.069928
518,DNK,TRADEGOOD,2017-Q4,1.24538
519,DNK,TRADEGOOD,2018-Q1,3.199152
520,DNK,TRADEGOOD,2018-Q2,-2.132304
521,DNK,TRADEGOOD,2018-Q3,0.1326266
522,DNK,TRADEGOOD,2018-Q4,0.4882962
523,DNK,TRADEGOOD,2019-Q1,-0.5887357
524,DNK,TRADEGOOD,2019-Q2,2.906084
525,DNK,TRADEGOOD,2019-Q3,0.5174662
526,DNK,TRADEGOOD,2019-Q4,-1.315626
527,DNK,TRADEGOOD,2020-Q1,-2.207384
528,FIN,TRADEGOOD,1998-Q2,-1.505051
529,FIN,TRADEGOOD,1998-Q3,0.04224299
530,FIN,TRADEGOOD,1998-Q4,-1.327903
531,FIN,TRADEGOOD,1999-Q1,-1.355625
532,FIN,TRADEGOOD,1999-Q2,-5.044275
533,FIN,TRADEGOOD,1999-Q3,4.243124
534,FIN,TRADEGOOD,1999-Q4,3.223758
535,FIN,TRADEGOOD,2000-Q1,3.890639
536,FIN,TRADEGOOD,2000-Q2,0.5722218
537,FIN,TRADEGOOD,2000-Q3,5.186824
538,FIN,TRADEGOOD,2000-Q4,-4.031435
539,FIN,TRADEGOOD,2001-Q1,2.156183
540,FIN,TRADEGOOD,2001-Q2,-9.299617
541,FIN,TRADEGOOD,2001-Q3,-2.154037
542,FIN,TRADEGOOD,2001-Q4,3.339859
543,FIN,TRADEGOOD,2002-Q1,-3.63186
544,FIN,TRADEGOOD,2002-Q2,6.957954
545,FIN,TRADEGOOD,2002-Q3,5.584493
546,FIN,TRADEGOOD,2002-Q4,5.944039
547,FIN,TRADEGOOD,2003-Q1,2.073177
548,FIN,TRADEGOOD,2003-Q2,7.669722
549,FIN,TRADEGOOD,2003-Q3,-4.775929
550,FIN,TRADEGOOD,2003-Q4,9.763882
551,FIN,TRADEGOOD,2004-Q1,5.667072
552,FIN,TRADEGOOD,2004-Q2,-4.822756
553,FIN,TRADEGOOD,2004-Q3,5.877204
554,FIN,TRADEGOOD,2004-Q4,12.18046
555,FIN,TRADEGOOD,2005-Q1,1.998843
556,FIN,TRADEGOOD,2005-Q2,-11.1599
557,FIN,TRADEGOOD,2005-Q3,5.465439
558,FIN,TRADEGOOD,2005-Q4,2.879058
559,FIN,TRADEGOOD,2006-Q1,3.867215
560,FIN,TRADEGOOD,2006-Q2,14.04815
561,FIN,TRADEGOOD,2006-Q3,1.098464
562,FIN,TRADEGOOD,2006-Q4,3.623847
563,FIN,TRADEGOOD,2007-Q1,1.523178
564,FIN,TRADEGOOD,2007-Q2,8.663404
565,FIN,TRADEGOOD,2007-Q3,0.1131644
566,FIN,TRADEGOOD,2007-Q4,4.152943
567,FIN,TRADEGOOD,2008-Q1,8.333514
568,FIN,TRADEGOOD,2008-Q2,3.139675
569,FIN,TRADEGOOD,2008-Q3,-5.80056
570,FIN,TRADEGOOD,2008-Q4,-24.28406
571,FIN,TRADEGOOD,2009-Q1,-22.40068
572,FIN,TRADEGOOD,2009-Q2,2.125794
573,FIN,TRADEGOOD,2009-Q3,1.64509
574,FIN,TRADEGOOD,2009-Q4,16.82882
575,FIN,TRADEGOOD,2010-Q1,-15.89505
576,FIN,TRADEGOOD,2010-Q2,10.28181
577,FIN,TRADEGOOD,2010-Q3,4.440207
578,FIN,TRADEGOOD,2010-Q4,18.68274
579,FIN,TRADEGOOD,2011-Q1,-3.541963
580,FIN,TRADEGOOD,2011-Q2,3.362359
581,FIN,TRADEGOOD,2011-Q3,-0.8271689
582,FIN,TRADEGOOD,2011-Q4,-7.949483
583,FIN,TRADEGOOD,2012-Q1,1.264856
584,FIN,TRADEGOOD,2012-Q2,-3.43225
585,FIN,TRADEGOOD,2012-Q3,-0.3429409
586,FIN,TRADEGOOD,2012-Q4,-1.124197
587,FIN,TRADEGOOD,2013-Q1,6.098712
588,FIN,TRADEGOOD,2013-Q2,-5.945333
589,FIN,TRADEGOOD,2013-Q3,2.276493
590,FIN,TRADEGOOD,2013-Q4,5.695472
591,FIN,TRADEGOOD,2014-Q1,-2.964031
592,FIN,TRADEGOOD,2014-Q2,4.984681
593,FIN,TRADEGOOD,2014-Q3,-5.687506
594,FIN,TRADEGOOD,2014-Q4,-6.489539
595,FIN,TRADEGOOD,2015-Q1,-13.2345
596,FIN,TRADEGOOD,2015-Q2,2.080358
597,FIN,TRADEGOOD,2015-Q3,-3.905935
598,FIN,TRADEGOOD,2015-Q4,-1.93327
599,FIN,TRADEGOOD,2016-Q1,-3.43324
600,FIN,TRADEGOOD,2016-Q2,5.861586
601,FIN,TRADEGOOD,2016-Q3,-3.199495
602,FIN,TRADEGOOD,2016-Q4,0.2587523
603,FIN,TRADEGOOD,2017-Q1,8.629007
604,FIN,TRADEGOOD,2017-Q2,7.319717
605,FIN,TRADEGOOD,2017-Q3,6.046985
606,FIN,TRADEGOOD,2017-Q4,0.6699963
607,FIN,TRADEGOOD,2018-Q1,9.41288
608,FIN,TRADEGOOD,2018-Q2,-2.005973
609,FIN,TRADEGOOD,2018-Q3,-3.310463
610,FIN,TRADEGOOD,2018-Q4,0.1168702
611,FIN,TRADEGOOD,2019-Q1,3.351234
612,FIN,TRADEGOOD,2019-Q2,-2.906216
613,FIN,TRADEGOOD,2019-Q3,-5.109582
614,FIN,TRADEGOOD,2019-Q4,2.228903
615,FIN,TRADEGOOD,2020-Q1,-10.07263
616,FRA,TRADEGOOD,1998-Q2,2.10654
617,FRA,TRADEGOOD,1998-Q3,0.4651529
618,FRA,TRADEGOOD,1998-Q4,6.505428
619,FRA,TRADEGOOD,1999-Q1,-4.036581
620,FRA,TRADEGOOD,1999-Q2,-4.068882
621,FRA,TRADEGOOD,1999-Q3,4.783304
622,FRA,TRADEGOOD,1999-Q4,2.72326
623,FRA,TRADEGOOD,2000-Q1,-1.987536
624,FRA,TRADEGOOD,2000-Q2,0.412693
625,FRA,TRADEGOOD,2000-Q3,-1.272801
626,FRA,TRADEGOOD,2000-Q4,2.118598
627,FRA,TRADEGOOD,2001-Q1,3.826377
628,FRA,TRADEGOOD,2001-Q2,-5.961039
629,FRA,TRADEGOOD,2001-Q3,-0.4202112
630,FRA,TRADEGOOD,2001-Q4,-3.631029
631,FRA,TRADEGOOD,2002-Q1,-1.136986
632,FRA,TRADEGOOD,2002-Q2,6.223338
633,FRA,TRADEGOOD,2002-Q3,6.589149
634,FRA,TRADEGOOD,2002-Q4,1.051533
635,FRA,TRADEGOOD,2003-Q1,8.031237
636,FRA,TRADEGOOD,2003-Q2,1.723038
637,FRA,TRADEGOOD,2003-Q3,0.05358216
638,FRA,TRADEGOOD,2003-Q4,10.06892
639,FRA,TRADEGOOD,2004-Q1,3.785309
640,FRA,TRADEGOOD,2004-Q2,-0.8101447
641,FRA,TRADEGOOD,2004-Q3,0.8452757
642,FRA,TRADEGOOD,2004-Q4,7.546066
643,FRA,TRADEGOOD,2005-Q1,-1.180011
644,FRA,TRADEGOOD,2005-Q2,-3.315631
645,FRA,TRADEGOOD,2005-Q3,1.95542
646,FRA,TRADEGOOD,2005-Q4,0.5248635
647,FRA,TRADEGOOD,2006-Q1,0.8657402
648,FRA,TRADEGOOD,2006-Q2,7.930612
649,FRA,TRADEGOOD,2006-Q3,-1.092034
650,FRA,TRADEGOOD,2006-Q4,3.371515
651,FRA,TRADEGOOD,2007-Q1,2.440891
652,FRA,TRADEGOOD,2007-Q2,4.887025
653,FRA,TRADEGOOD,2007-Q3,2.005656
654,FRA,TRADEGOOD,2007-Q4,5.154736
655,FRA,TRADEGOOD,2008-Q1,9.66363
656,FRA,TRADEGOOD,2008-Q2,0.353431
657,FRA,TRADEGOOD,2008-Q3,-2.818872
658,FRA,TRADEGOOD,2008-Q4,-18.92242
659,FRA,TRADEGOOD,2009-Q1,-12.63284
660,FRA,TRADEGOOD,2009-Q2,3.396663
661,FRA,TRADEGOOD,2009-Q3,8.704844
662,FRA,TRADEGOOD,2009-Q4,2.18131
663,FRA,TRADEGOOD,2010-Q1,0.1643177
664,FRA,TRADEGOOD,2010-Q2,-4.48101
665,FRA,TRADEGOOD,2010-Q3,4.632371
666,FRA,TRADEGOOD,2010-Q4,5.886172
667,FRA,TRADEGOOD,2011-Q1,6.101971
668,FRA,TRADEGOOD,2011-Q2,4.530106
669,FRA,TRADEGOOD,2011-Q3,-0.953915
670,FRA,TRADEGOOD,2011-Q4,-3.127337
671,FRA,TRADEGOOD,2012-Q1,-0.9505768
672,FRA,TRADEGOOD,2012-Q2,-1.892872
673,FRA,TRADEGOOD,2012-Q3,-1.182786
674,FRA,TRADEGOOD,2012-Q4,1.560157
675,FRA,TRADEGOOD,2013-Q1,2.201857
676,FRA,TRADEGOOD,2013-Q2,-1.407772
677,FRA,TRADEGOOD,2013-Q3,0.1940968
678,FRA,TRADEGOOD,2013-Q4,3.298306
679,FRA,TRADEGOOD,2014-Q1,1.249238
680,FRA,TRADEGOOD,2014-Q2,-0.9362122
681,FRA,TRADEGOOD,2014-Q3,-2.89637
682,FRA,TRADEGOOD,2014-Q4,-3.556197
683,FRA,TRADEGOOD,2015-Q1,-8.78091
684,FRA,TRADEGOOD,2015-Q2,1.565564
685,FRA,TRADEGOOD,2015-Q3,-2.575048
686,FRA,TRADEGOOD,2015-Q4,-1.320671
687,FRA,TRADEGOOD,2016-Q1,-0.1190336
688,FRA,TRADEGOOD,2016-Q2,1.174857
689,FRA,TRADEGOOD,2016-Q3,-0.7574764
690,FRA,TRADEGOOD,2016-Q4,-1.037487
691,FRA,TRADEGOOD,2017-Q1,-0.8088656
692,FRA,TRADEGOOD,2017-Q2,7.303703
693,FRA,TRADEGOOD,2017-Q3,6.813239
694,FRA,TRADEGOOD,2017-Q4,1.893413
695,FRA,TRADEGOOD,2018-Q1,4.223008
696,FRA,TRADEGOOD,2018-Q2,-2.062426
697,FRA,TRADEGOOD,2018-Q3,-1.382655
698,FRA,TRADEGOOD,2018-Q4,0.1925192
699,FRA,TRADEGOOD,2019-Q1,1.549095
700,FRA,TRADEGOOD,2019-Q2,-0.07297555
701,FRA,TRADEGOOD,2019-Q3,-4.166656
702,FRA,TRADEGOOD,2019-Q4,-0.5165571
703,FRA,TRADEGOOD,2020-Q1,-7.388964
704,DEU,TRADEGOOD,1998-Q2,2.775769
705,DEU,TRADEGOOD,1998-Q3,-0.1837901
706,DEU,TRADEGOOD,1998-Q4,3.980585
707,DEU,TRADEGOOD,1999-Q1,-3.732769
708,DEU,TRADEGOOD,1999-Q2,-2.290219
709,DEU,TRADEGOOD,1999-Q3,1.463553
710,DEU,TRADEGOOD,1999-Q4,4.001595
711,DEU,TRADEGOOD,2000-Q1,-1.053642
712,DEU,TRADEGOOD,2000-Q2,0.01895948
713,DEU,TRADEGOOD,2000-Q3,-1.448814
714,DEU,TRADEGOOD,2000-Q4,4.343643
715,DEU,TRADEGOOD,2001-Q1,3.456441
716,DEU,TRADEGOOD,2001-Q2,-3.494505
717,DEU,TRADEGOOD,2001-Q3,1.308256
718,DEU,TRADEGOOD,2001-Q4,-1.319664
719,DEU,TRADEGOOD,2002-Q1,-1.605007
720,DEU,TRADEGOOD,2002-Q2,6.626121
721,DEU,TRADEGOOD,2002-Q3,9.807024
722,DEU,TRADEGOOD,2002-Q4,1.109687
723,DEU,TRADEGOOD,2003-Q1,7.717258
724,DEU,TRADEGOOD,2003-Q2,4.496428
725,DEU,TRADEGOOD,2003-Q3,2.139627
726,DEU,TRADEGOOD,2003-Q4,5.561765
727,DEU,TRADEGOOD,2004-Q1,10.73515
728,DEU,TRADEGOOD,2004-Q2,-0.02073683
729,DEU,TRADEGOOD,2004-Q3,0.1710784
730,DEU,TRADEGOOD,2004-Q4,8.011703
731,DEU,TRADEGOOD,2005-Q1,2.33074
732,DEU,TRADEGOOD,2005-Q2,-1.755706
733,DEU,TRADEGOOD,2005-Q3,0.1797309
734,DEU,TRADEGOOD,2005-Q4,-0.1125894
735,DEU,TRADEGOOD,2006-Q1,5.336322
736,DEU,TRADEGOOD,2006-Q2,6.148978
737,DEU,TRADEGOOD,2006-Q3,5.726328
738,DEU,TRADEGOOD,2006-Q4,8.135499
739,DEU,TRADEGOOD,2007-Q1,-0.05918702
740,DEU,TRADEGOOD,2007-Q2,4.872736
741,DEU,TRADEGOOD,2007-Q3,4.52021
742,DEU,TRADEGOOD,2007-Q4,5.552488
743,DEU,TRADEGOOD,2008-Q1,5.983925
744,DEU,TRADEGOOD,2008-Q2,4.53842
745,DEU,TRADEGOOD,2008-Q3,-5.139342
746,DEU,TRADEGOOD,2008-Q4,-20.71853
747,DEU,TRADEGOOD,2009-Q1,-12.75236
748,DEU,TRADEGOOD,2009-Q2,1.506612
749,DEU,TRADEGOOD,2009-Q3,9.760335
750,DEU,TRADEGOOD,2009-Q4,7.027482
751,DEU,TRADEGOOD,2010-Q1,-1.848136
752,DEU,TRADEGOOD,2010-Q2,-1.874311
753,DEU,TRADEGOOD,2010-Q3,5.051135
754,DEU,TRADEGOOD,2010-Q4,8.214561
755,DEU,TRADEGOOD,2011-Q1,5.298277
756,DEU,TRADEGOOD,2011-Q2,5.911947
757,DEU,TRADEGOOD,2011-Q3,-0.2563797
758,DEU,TRADEGOOD,2011-Q4,-4.639277
759,DEU,TRADEGOOD,2012-Q1,-0.5711002
760,DEU,TRADEGOOD,2012-Q2,-1.276718
761,DEU,TRADEGOOD,2012-Q3,-1.099965
762,DEU,TRADEGOOD,2012-Q4,0.02275931
763,DEU,TRADEGOOD,2013-Q1,2.88217
764,DEU,TRADEGOOD,2013-Q2,-1.446013
765,DEU,TRADEGOOD,2013-Q3,2.592469
766,DEU,TRADEGOOD,2013-Q4,1.877655
767,DEU,TRADEGOOD,2014-Q1,3.030795
768,DEU,TRADEGOOD,2014-Q2,0.1856309
769,DEU,TRADEGOOD,2014-Q3,-0.7298415
770,DEU,TRADEGOOD,2014-Q4,-6.221483
771,DEU,TRADEGOOD,2015-Q1,-6.26796
772,DEU,TRADEGOOD,2015-Q2,0.4847895
773,DEU,TRADEGOOD,2015-Q3,-0.5204106
774,DEU,TRADEGOOD,2015-Q4,-1.721012
775,DEU,TRADEGOOD,2016-Q1,0.5042421
776,DEU,TRADEGOOD,2016-Q2,3.399538
777,DEU,TRADEGOOD,2016-Q3,-1.796779
778,DEU,TRADEGOOD,2016-Q4,-1.096284
779,DEU,TRADEGOOD,2017-Q1,2.108818
780,DEU,TRADEGOOD,2017-Q2,4.862946
781,DEU,TRADEGOOD,2017-Q3,7.439977
782,DEU,TRADEGOOD,2017-Q4,2.444365
783,DEU,TRADEGOOD,2018-Q1,3.434791
784,DEU,TRADEGOOD,2018-Q2,-1.039332
785,DEU,TRADEGOOD,2018-Q3,-2.863388
786,DEU,TRADEGOOD,2018-Q4,-2.546523
787,DEU,TRADEGOOD,2019-Q1,0.9950289
788,DEU,TRADEGOOD,2019-Q2,-2.43267
789,DEU,TRADEGOOD,2019-Q3,0.1109924
790,DEU,TRADEGOOD,2019-Q4,-1.939163
791,DEU,TRADEGOOD,2020-Q1,-1.829118
792,GRC,TRADEGOOD,1998-Q2,-18.6308
793,GRC,TRADEGOOD,1998-Q3,16.77103
794,GRC,TRADEGOOD,1998-Q4,8.087361
795,GRC,TRADEGOOD,1999-Q1,-3.909826
796,GRC,TRADEGOOD,1999-Q2,-7.848289
797,GRC,TRADEGOOD,1999-Q3,5.311896
798,GRC,TRADEGOOD,1999-Q4,7.001948
799,GRC,TRADEGOOD,2000-Q1,2.506344
800,GRC,TRADEGOOD,2000-Q2,-1.131013
801,GRC,TRADEGOOD,2000-Q3,-6.462943
802,GRC,TRADEGOOD,2000-Q4,-2.143422
803,GRC,TRADEGOOD,2001-Q1,2.428387
804,GRC,TRADEGOOD,2001-Q2,1.731944
805,GRC,TRADEGOOD,2001-Q3,-8.270528
806,GRC,TRADEGOOD,2001-Q4,5.875434
807,GRC,TRADEGOOD,2002-Q1,-4.329434
808,GRC,TRADEGOOD,2002-Q2,2.924276
809,GRC,TRADEGOOD,2002-Q3,3.639861
810,GRC,TRADEGOOD,2002-Q4,2.797413
811,GRC,TRADEGOOD,2003-Q1,17.81023
812,GRC,TRADEGOOD,2003-Q2,-0.664841
813,GRC,TRADEGOOD,2003-Q3,-0.2853438
814,GRC,TRADEGOOD,2003-Q4,4.915275
815,GRC,TRADEGOOD,2004-Q1,5.902207
816,GRC,TRADEGOOD,2004-Q2,2.275326
817,GRC,TRADEGOOD,2004-Q3,1.392028
818,GRC,TRADEGOOD,2004-Q4,13.80378
819,GRC,TRADEGOOD,2005-Q1,-0.433793
820,GRC,TRADEGOOD,2005-Q2,-3.979867
821,GRC,TRADEGOOD,2005-Q3,5.607409
822,GRC,TRADEGOOD,2005-Q4,3.308714
823,GRC,TRADEGOOD,2006-Q1,3.776953
824,GRC,TRADEGOOD,2006-Q2,11.08629
825,GRC,TRADEGOOD,2006-Q3,1.16257
826,GRC,TRADEGOOD,2006-Q4,-1.886766
827,GRC,TRADEGOOD,2007-Q1,8.65181
828,GRC,TRADEGOOD,2007-Q2,1.508638
829,GRC,TRADEGOOD,2007-Q3,15.80593
830,GRC,TRADEGOOD,2007-Q4,6.717984
831,GRC,TRADEGOOD,2008-Q1,1.959369
832,GRC,TRADEGOOD,2008-Q2,10.97878
833,GRC,TRADEGOOD,2008-Q3,2.570238
834,GRC,TRADEGOOD,2008-Q4,-24.31595
835,GRC,TRADEGOOD,2009-Q1,-14.60948
836,GRC,TRADEGOOD,2009-Q2,12.61104
837,GRC,TRADEGOOD,2009-Q3,5.660671
838,GRC,TRADEGOOD,2009-Q4,-2.329345
839,GRC,TRADEGOOD,2010-Q1,-0.1025089
840,GRC,TRADEGOOD,2010-Q2,4.887809
841,GRC,TRADEGOOD,2010-Q3,-4.572454
842,GRC,TRADEGOOD,2010-Q4,23.07611
843,GRC,TRADEGOOD,2011-Q1,-4.500101
844,GRC,TRADEGOOD,2011-Q2,19.15776
845,GRC,TRADEGOOD,2011-Q3,-2.127
846,GRC,TRADEGOOD,2011-Q4,-9.495314
847,GRC,TRADEGOOD,2012-Q1,4.85011
848,GRC,TRADEGOOD,2012-Q2,0.7426391
849,GRC,TRADEGOOD,2012-Q3,2.387747
850,GRC,TRADEGOOD,2012-Q4,10.55068
851,GRC,TRADEGOOD,2013-Q1,-6.658679
852,GRC,TRADEGOOD,2013-Q2,0.7918888
853,GRC,TRADEGOOD,2013-Q3,4.20435
854,GRC,TRADEGOOD,2013-Q4,-7.208581
855,GRC,TRADEGOOD,2014-Q1,6.398216
856,GRC,TRADEGOOD,2014-Q2,-2.057033
857,GRC,TRADEGOOD,2014-Q3,0.1193173
858,GRC,TRADEGOOD,2014-Q4,-6.130428
859,GRC,TRADEGOOD,2015-Q1,-12.84457
860,GRC,TRADEGOOD,2015-Q2,-2.471859
861,GRC,TRADEGOOD,2015-Q3,-5.040009
862,GRC,TRADEGOOD,2015-Q4,-0.626931
863,GRC,TRADEGOOD,2016-Q1,-2.830639
864,GRC,TRADEGOOD,2016-Q2,0.8155807
865,GRC,TRADEGOOD,2016-Q3,9.741528
866,GRC,TRADEGOOD,2016-Q4,-2.25685
867,GRC,TRADEGOOD,2017-Q1,4.149314
868,GRC,TRADEGOOD,2017-Q2,4.351592
869,GRC,TRADEGOOD,2017-Q3,4.732527
870,GRC,TRADEGOOD,2017-Q4,8.838242
871,GRC,TRADEGOOD,2018-Q1,11.73863
872,GRC,TRADEGOOD,2018-Q2,-0.9027536
873,GRC,TRADEGOOD,2018-Q3,-2.051385
874,GRC,TRADEGOOD,2018-Q4,-0.07075156
875,GRC,TRADEGOOD,2019-Q1,-2.202944
876,GRC,TRADEGOOD,2019-Q2,2.549918
877,GRC,TRADEGOOD,2019-Q3,-2.708702
878,GRC,TRADEGOOD,2019-Q4,-2.061315
879,GRC,TRADEGOOD,2020-Q1,-0.0627962
880,HUN,TRADEGOOD,1998-Q2,2.706314
881,HUN,TRADEGOOD,1998-Q3,1.263826
882,HUN,TRADEGOOD,1998-Q4,5.63223
883,HUN,TRADEGOOD,1999-Q1,-0.9030839
884,HUN,TRADEGOOD,1999-Q2,-1.300402
885,HUN,TRADEGOOD,1999-Q3,6.303319
886,HUN,TRADEGOOD,1999-Q4,6.811605
887,HUN,TRADEGOOD,2000-Q1,0.2902057
888,HUN,TRADEGOOD,2000-Q2,2.476692
889,HUN,TRADEGOOD,2000-Q3,3.690275
890,HUN,TRADEGOOD,2000-Q4,2.843119
891,HUN,TRADEGOOD,2001-Q1,6.17079
892,HUN,TRADEGOOD,2001-Q2,-3.193279
893,HUN,TRADEGOOD,2001-Q3,1.664523
894,HUN,TRADEGOOD,2001-Q4,0.03411302
895,HUN,TRADEGOOD,2002-Q1,4.535291
896,HUN,TRADEGOOD,2002-Q2,7.099998
897,HUN,TRADEGOOD,2002-Q3,3.221351
898,HUN,TRADEGOOD,2002-Q4,1.155645
899,HUN,TRADEGOOD,2003-Q1,9.00849
900,HUN,TRADEGOOD,2003-Q2,5.910023
901,HUN,TRADEGOOD,2003-Q3,4.446844
902,HUN,TRADEGOOD,2003-Q4,10.68737
903,HUN,TRADEGOOD,2004-Q1,9.461118
904,HUN,TRADEGOOD,2004-Q2,-0.4172249
905,HUN,TRADEGOOD,2004-Q3,4.113696
906,HUN,TRADEGOOD,2004-Q4,11.09208
907,HUN,TRADEGOOD,2005-Q1,0.7073149
908,HUN,TRADEGOOD,2005-Q2,1.749817
909,HUN,TRADEGOOD,2005-Q3,-0.1223592
910,HUN,TRADEGOOD,2005-Q4,1.560684
911,HUN,TRADEGOOD,2006-Q1,5.983422
912,HUN,TRADEGOOD,2006-Q2,7.470963
913,HUN,TRADEGOOD,2006-Q3,4.556263
914,HUN,TRADEGOOD,2006-Q4,9.26501
915,HUN,TRADEGOOD,2007-Q1,5.499289
916,HUN,TRADEGOOD,2007-Q2,5.250772
917,HUN,TRADEGOOD,2007-Q3,7.052588
918,HUN,TRADEGOOD,2007-Q4,6.423543
919,HUN,TRADEGOOD,2008-Q1,9.921985
920,HUN,TRADEGOOD,2008-Q2,4.787627
921,HUN,TRADEGOOD,2008-Q3,-5.208301
922,HUN,TRADEGOOD,2008-Q4,-23.97862
923,HUN,TRADEGOOD,2009-Q1,-16.18046
924,HUN,TRADEGOOD,2009-Q2,9.141598
925,HUN,TRADEGOOD,2009-Q3,9.857292
926,HUN,TRADEGOOD,2009-Q4,8.328526
927,HUN,TRADEGOOD,2010-Q1,-3.092953
928,HUN,TRADEGOOD,2010-Q2,-1.155411
929,HUN,TRADEGOOD,2010-Q3,6.661601
930,HUN,TRADEGOOD,2010-Q4,8.714558
931,HUN,TRADEGOOD,2011-Q1,6.984962
932,HUN,TRADEGOOD,2011-Q2,3.961202
933,HUN,TRADEGOOD,2011-Q3,-1.117374
934,HUN,TRADEGOOD,2011-Q4,-6.083369
935,HUN,TRADEGOOD,2012-Q1,-2.780748
936,HUN,TRADEGOOD,2012-Q2,-0.5350571
937,HUN,TRADEGOOD,2012-Q3,-0.5978819
938,HUN,TRADEGOOD,2012-Q4,-0.2458624
939,HUN,TRADEGOOD,2013-Q1,1.115531
940,HUN,TRADEGOOD,2013-Q2,1.633928
941,HUN,TRADEGOOD,2013-Q3,2.860031
942,HUN,TRADEGOOD,2013-Q4,4.766513
943,HUN,TRADEGOOD,2014-Q1,-0.6517498
944,HUN,TRADEGOOD,2014-Q2,2.150275
945,HUN,TRADEGOOD,2014-Q3,-2.154008
946,HUN,TRADEGOOD,2014-Q4,-4.977476
947,HUN,TRADEGOOD,2015-Q1,-6.675654
948,HUN,TRADEGOOD,2015-Q2,-0.7316599
949,HUN,TRADEGOOD,2015-Q3,1.398275
950,HUN,TRADEGOOD,2015-Q4,-0.048294
951,HUN,TRADEGOOD,2016-Q1,-1.532378
952,HUN,TRADEGOOD,2016-Q2,6.331151
953,HUN,TRADEGOOD,2016-Q3,-1.018886
954,HUN,TRADEGOOD,2016-Q4,-1.160625
955,HUN,TRADEGOOD,2017-Q1,3.074842
956,HUN,TRADEGOOD,2017-Q2,3.376747
957,HUN,TRADEGOOD,2017-Q3,7.933503
958,HUN,TRADEGOOD,2017-Q4,1.713598
959,HUN,TRADEGOOD,2018-Q1,5.524115
960,HUN,TRADEGOOD,2018-Q2,-0.8708196
961,HUN,TRADEGOOD,2018-Q3,-4.632782
962,HUN,TRADEGOOD,2018-Q4,0.6703108
963,HUN,TRADEGOOD,2019-Q1,3.67347
964,HUN,TRADEGOOD,2019-Q2,-3.758497
965,HUN,TRADEGOOD,2019-Q3,0.2989578
966,HUN,TRADEGOOD,2019-Q4,-0.7026388
967,HUN,TRADEGOOD,2020-Q1,0.9111915
968,ISL,TRADEGOOD,1998-Q2,20.18902
969,ISL,TRADEGOOD,1998-Q3,6.538779
970,ISL,TRADEGOOD,1998-Q4,-7.232565
971,ISL,TRADEGOOD,1999-Q1,2.852188
972,ISL,TRADEGOOD,1999-Q2,-2.699917
973,ISL,TRADEGOOD,1999-Q3,-2.596356
974,ISL,TRADEGOOD,1999-Q4,7.791094
975,ISL,TRADEGOOD,2000-Q1,-4.62015
976,ISL,TRADEGOOD,2000-Q2,-3.02818
977,ISL,TRADEGOOD,2000-Q3,4.290339
978,ISL,TRADEGOOD,2000-Q4,-10.96572
979,ISL,TRADEGOOD,2001-Q1,17.96126
980,ISL,TRADEGOOD,2001-Q2,-11.99716
981,ISL,TRADEGOOD,2001-Q3,7.98149
982,ISL,TRADEGOOD,2001-Q4,8.676318
983,ISL,TRADEGOOD,2002-Q1,0.5893304
984,ISL,TRADEGOOD,2002-Q2,3.715946
985,ISL,TRADEGOOD,2002-Q3,2.342053
986,ISL,TRADEGOOD,2002-Q4,-3.997445
987,ISL,TRADEGOOD,2003-Q1,13.7543
988,ISL,TRADEGOOD,2003-Q2,-7.566881
989,ISL,TRADEGOOD,2003-Q3,0.8833799
990,ISL,TRADEGOOD,2003-Q4,1.274225
991,ISL,TRADEGOOD,2004-Q1,22.61609
992,ISL,TRADEGOOD,2004-Q2,-10.49019
993,ISL,TRADEGOOD,2004-Q3,11.13311
994,ISL,TRADEGOOD,2004-Q4,7.735758
995,ISL,TRADEGOOD,2005-Q1,1.522952
996,ISL,TRADEGOOD,2005-Q2,3.929985
997,ISL,TRADEGOOD,2005-Q3,-10.55505
998,ISL,TRADEGOOD,2005-Q4,0.7339016
999,ISL,TRADEGOOD,2006-Q1,6.863993
1000,ISL,TRADEGOOD,2006-Q2,15.48916
1001,ISL,TRADEGOOD,2006-Q3,-2.259242
1002,ISL,TRADEGOOD,2006-Q4,-3.582148
1003,ISL,TRADEGOOD,2007-Q1,23.21804
1004,ISL,TRADEGOOD,2007-Q2,-13.46015
1005,ISL,TRADEGOOD,2007-Q3,-2.262935
1006,ISL,TRADEGOOD,2007-Q4,48.22483
1007,ISL,TRADEGOOD,2008-Q1,-10.06433
1008,ISL,TRADEGOOD,2008-Q2,35.47161
1009,ISL,TRADEGOOD,2008-Q3,-13.85236
