,LOCATION,INDICATOR,TIME,Value
1010,ISL,TRADEGOOD,2008-Q4,-20.02158
1011,ISL,TRADEGOOD,2009-Q1,-9.369572
1012,ISL,TRADEGOOD,2009-Q2,-13.61087
1013,ISL,TRADEGOOD,2009-Q3,25.84938
1014,ISL,TRADEGOOD,2009-Q4,-3.659333
1015,ISL,TRADEGOOD,2010-Q1,3.426165
1016,ISL,TRADEGOOD,2010-Q2,1.653701
1017,ISL,TRADEGOOD,2010-Q3,2.269876
1018,ISL,TRADEGOOD,2010-Q4,8.832801
1019,ISL,TRADEGOOD,2011-Q1,1.106609
1020,ISL,TRADEGOOD,2011-Q2,3.841784
1021,ISL,TRADEGOOD,2011-Q3,11.85667
1022,ISL,TRADEGOOD,2011-Q4,-9.167777
1023,ISL,TRADEGOOD,2012-Q1,-2.753872
1024,ISL,TRADEGOOD,2012-Q2,-1.885121
1025,ISL,TRADEGOOD,2012-Q3,1.180773
1026,ISL,TRADEGOOD,2012-Q4,-2.597664
1027,ISL,TRADEGOOD,2013-Q1,4.300045
1028,ISL,TRADEGOOD,2013-Q2,-11.0046
1029,ISL,TRADEGOOD,2013-Q3,12.53583
1030,ISL,TRADEGOOD,2013-Q4,-3.646802
1031,ISL,TRADEGOOD,2014-Q1,-2.025836
1032,ISL,TRADEGOOD,2014-Q2,-1.181431
1033,ISL,TRADEGOOD,2014-Q3,12.99547
1034,ISL,TRADEGOOD,2014-Q4,-7.136782
1035,ISL,TRADEGOOD,2015-Q1,-0.1911613
1036,ISL,TRADEGOOD,2015-Q2,0.2858132
1037,ISL,TRADEGOOD,2015-Q3,-11.13068
1038,ISL,TRADEGOOD,2015-Q4,-2.452616
1039,ISL,TRADEGOOD,2016-Q1,-1.14249
1040,ISL,TRADEGOOD,2016-Q2,3.288263
1041,ISL,TRADEGOOD,2016-Q3,0.5896518
1042,ISL,TRADEGOOD,2016-Q4,0.8190744
1043,ISL,TRADEGOOD,2017-Q1,-11.82697
1044,ISL,TRADEGOOD,2017-Q2,28.94352
1045,ISL,TRADEGOOD,2017-Q3,-3.391897
1046,ISL,TRADEGOOD,2017-Q4,6.668814
1047,ISL,TRADEGOOD,2018-Q1,8.381407
1048,ISL,TRADEGOOD,2018-Q2,-3.557851
1049,ISL,TRADEGOOD,2018-Q3,1.098063
1050,ISL,TRADEGOOD,2018-Q4,-4.286905
1051,ISL,TRADEGOOD,2019-Q1,8.047194
1052,ISL,TRADEGOOD,2019-Q2,-11.00737
1053,ISL,TRADEGOOD,2019-Q3,-7.464338
1054,ISL,TRADEGOOD,2019-Q4,2.842756
1055,ISL,TRADEGOOD,2020-Q1,-4.895596
1056,IRL,TRADEGOOD,1998-Q2,11.45833
1057,IRL,TRADEGOOD,1998-Q3,4.727022
1058,IRL,TRADEGOOD,1998-Q4,4.219824
1059,IRL,TRADEGOOD,1999-Q1,-1.924321
1060,IRL,TRADEGOOD,1999-Q2,-0.4046399
1061,IRL,TRADEGOOD,1999-Q3,6.082932
1062,IRL,TRADEGOOD,1999-Q4,3.33565
1063,IRL,TRADEGOOD,2000-Q1,-2.047676
1064,IRL,TRADEGOOD,2000-Q2,3.095248
1065,IRL,TRADEGOOD,2000-Q3,2.083217
1066,IRL,TRADEGOOD,2000-Q4,7.841691
1067,IRL,TRADEGOOD,2001-Q1,3.830174
1068,IRL,TRADEGOOD,2001-Q2,-6.873529
1069,IRL,TRADEGOOD,2001-Q3,3.839748
1070,IRL,TRADEGOOD,2001-Q4,-2.599027
1071,IRL,TRADEGOOD,2002-Q1,8.034735
1072,IRL,TRADEGOOD,2002-Q2,1.865451
1073,IRL,TRADEGOOD,2002-Q3,-1.354373
1074,IRL,TRADEGOOD,2002-Q4,-2.362417
1075,IRL,TRADEGOOD,2003-Q1,0.06181868
1076,IRL,TRADEGOOD,2003-Q2,7.35714
1077,IRL,TRADEGOOD,2003-Q3,-0.6507241
1078,IRL,TRADEGOOD,2003-Q4,10.46388
1079,IRL,TRADEGOOD,2004-Q1,4.293098
1080,IRL,TRADEGOOD,2004-Q2,-4.071078
1081,IRL,TRADEGOOD,2004-Q3,0.5626158
1082,IRL,TRADEGOOD,2004-Q4,5.561554
1083,IRL,TRADEGOOD,2005-Q1,2.656607
1084,IRL,TRADEGOOD,2005-Q2,1.577852
1085,IRL,TRADEGOOD,2005-Q3,-4.220234
1086,IRL,TRADEGOOD,2005-Q4,-0.2636678
1087,IRL,TRADEGOOD,2006-Q1,-4.188635
1088,IRL,TRADEGOOD,2006-Q2,4.28174
1089,IRL,TRADEGOOD,2006-Q3,3.309089
1090,IRL,TRADEGOOD,2006-Q4,4.342796
1091,IRL,TRADEGOOD,2007-Q1,0.8131329
1092,IRL,TRADEGOOD,2007-Q2,5.107243
1093,IRL,TRADEGOOD,2007-Q3,-1.474858
1094,IRL,TRADEGOOD,2007-Q4,4.080313
1095,IRL,TRADEGOOD,2008-Q1,3.630183
1096,IRL,TRADEGOOD,2008-Q2,1.311403
1097,IRL,TRADEGOOD,2008-Q3,-3.681842
1098,IRL,TRADEGOOD,2008-Q4,-10.36956
1099,IRL,TRADEGOOD,2009-Q1,-0.6580026
1100,IRL,TRADEGOOD,2009-Q2,3.72758
1101,IRL,TRADEGOOD,2009-Q3,-0.07236113
1102,IRL,TRADEGOOD,2009-Q4,-2.941756
1103,IRL,TRADEGOOD,2010-Q1,2.616634
1104,IRL,TRADEGOOD,2010-Q2,-5.03776
1105,IRL,TRADEGOOD,2010-Q3,6.656042
1106,IRL,TRADEGOOD,2010-Q4,4.591793
1107,IRL,TRADEGOOD,2011-Q1,2.657809
1108,IRL,TRADEGOOD,2011-Q2,4.302631
1109,IRL,TRADEGOOD,2011-Q3,-4.139208
1110,IRL,TRADEGOOD,2011-Q4,-3.697469
1111,IRL,TRADEGOOD,2012-Q1,-0.09905436
1112,IRL,TRADEGOOD,2012-Q2,-5.683811
1113,IRL,TRADEGOOD,2012-Q3,4.916351
1114,IRL,TRADEGOOD,2012-Q4,-4.446085
1115,IRL,TRADEGOOD,2013-Q1,-2.207426
1116,IRL,TRADEGOOD,2013-Q2,1.177
1117,IRL,TRADEGOOD,2013-Q3,4.4208
1118,IRL,TRADEGOOD,2013-Q4,0.7174857
1119,IRL,TRADEGOOD,2014-Q1,-1.945315
1120,IRL,TRADEGOOD,2014-Q2,6.528741
1121,IRL,TRADEGOOD,2014-Q3,-2.237106
1122,IRL,TRADEGOOD,2014-Q4,-2.221555
1123,IRL,TRADEGOOD,2015-Q1,-3.102092
1124,IRL,TRADEGOOD,2015-Q2,6.47073
1125,IRL,TRADEGOOD,2015-Q3,-1.153767
1126,IRL,TRADEGOOD,2015-Q4,7.168951
1127,IRL,TRADEGOOD,2016-Q1,-6.869648
1128,IRL,TRADEGOOD,2016-Q2,8.81109
1129,IRL,TRADEGOOD,2016-Q3,1.839793
1130,IRL,TRADEGOOD,2016-Q4,-1.635068
1131,IRL,TRADEGOOD,2017-Q1,-0.009107861
1132,IRL,TRADEGOOD,2017-Q2,0.9504302
1133,IRL,TRADEGOOD,2017-Q3,2.140856
1134,IRL,TRADEGOOD,2017-Q4,6.599916
1135,IRL,TRADEGOOD,2018-Q1,10.58868
1136,IRL,TRADEGOOD,2018-Q2,2.980448
1137,IRL,TRADEGOOD,2018-Q3,-3.441888
1138,IRL,TRADEGOOD,2018-Q4,5.995355
1139,IRL,TRADEGOOD,2019-Q1,-1.759387
1140,IRL,TRADEGOOD,2019-Q2,1.886477
1141,IRL,TRADEGOOD,2019-Q3,-1.752901
1142,IRL,TRADEGOOD,2019-Q4,3.187591
1143,IRL,TRADEGOOD,2020-Q1,7.578801
1144,ITA,TRADEGOOD,1998-Q2,1.851321
1145,ITA,TRADEGOOD,1998-Q3,-1.133028
1146,ITA,TRADEGOOD,1998-Q4,1.835286
1147,ITA,TRADEGOOD,1999-Q1,-4.539623
1148,ITA,TRADEGOOD,1999-Q2,-3.864551
1149,ITA,TRADEGOOD,1999-Q3,2.301003
1150,ITA,TRADEGOOD,1999-Q4,4.529804
1151,ITA,TRADEGOOD,2000-Q1,0.02934611
1152,ITA,TRADEGOOD,2000-Q2,-1.546994
1153,ITA,TRADEGOOD,2000-Q3,2.262034
1154,ITA,TRADEGOOD,2000-Q4,-0.3457811
1155,ITA,TRADEGOOD,2001-Q1,4.847236
1156,ITA,TRADEGOOD,2001-Q2,-5.272543
1157,ITA,TRADEGOOD,2001-Q3,-0.05359749
1158,ITA,TRADEGOOD,2001-Q4,1.010501
1159,ITA,TRADEGOOD,2002-Q1,-3.80827
1160,ITA,TRADEGOOD,2002-Q2,4.951742
1161,ITA,TRADEGOOD,2002-Q3,7.92138
1162,ITA,TRADEGOOD,2002-Q4,2.70851
1163,ITA,TRADEGOOD,2003-Q1,5.184309
1164,ITA,TRADEGOOD,2003-Q2,2.315444
1165,ITA,TRADEGOOD,2003-Q3,-0.05077489
1166,ITA,TRADEGOOD,2003-Q4,13.87217
1167,ITA,TRADEGOOD,2004-Q1,0.7057692
1168,ITA,TRADEGOOD,2004-Q2,1.425981
1169,ITA,TRADEGOOD,2004-Q3,2.715917
1170,ITA,TRADEGOOD,2004-Q4,6.161626
1171,ITA,TRADEGOOD,2005-Q1,2.25005
1172,ITA,TRADEGOOD,2005-Q2,-1.422447
1173,ITA,TRADEGOOD,2005-Q3,-0.5565189
1174,ITA,TRADEGOOD,2005-Q4,-1.110281
1175,ITA,TRADEGOOD,2006-Q1,4.108948
1176,ITA,TRADEGOOD,2006-Q2,8.10288
1177,ITA,TRADEGOOD,2006-Q3,3.860306
1178,ITA,TRADEGOOD,2006-Q4,6.910277
1179,ITA,TRADEGOOD,2007-Q1,2.137769
1180,ITA,TRADEGOOD,2007-Q2,4.513463
1181,ITA,TRADEGOOD,2007-Q3,3.546044
1182,ITA,TRADEGOOD,2007-Q4,5.674362
1183,ITA,TRADEGOOD,2008-Q1,6.614816
1184,ITA,TRADEGOOD,2008-Q2,3.351123
1185,ITA,TRADEGOOD,2008-Q3,-6.599535
1186,ITA,TRADEGOOD,2008-Q4,-19.34046
1187,ITA,TRADEGOOD,2009-Q1,-14.37271
1188,ITA,TRADEGOOD,2009-Q2,1.901325
1189,ITA,TRADEGOOD,2009-Q3,5.890288
1190,ITA,TRADEGOOD,2009-Q4,6.757056
1191,ITA,TRADEGOOD,2010-Q1,-1.335935
1192,ITA,TRADEGOOD,2010-Q2,-3.324705
1193,ITA,TRADEGOOD,2010-Q3,5.484794
1194,ITA,TRADEGOOD,2010-Q4,8.366484
1195,ITA,TRADEGOOD,2011-Q1,4.616605
1196,ITA,TRADEGOOD,2011-Q2,7.290625
1197,ITA,TRADEGOOD,2011-Q3,-0.2650397
1198,ITA,TRADEGOOD,2011-Q4,-4.536573
1199,ITA,TRADEGOOD,2012-Q1,-1.542577
1200,ITA,TRADEGOOD,2012-Q2,-0.7531782
1201,ITA,TRADEGOOD,2012-Q3,-0.9348928
1202,ITA,TRADEGOOD,2012-Q4,2.349719
1203,ITA,TRADEGOOD,2013-Q1,1.278098
1204,ITA,TRADEGOOD,2013-Q2,-1.21715
1205,ITA,TRADEGOOD,2013-Q3,2.276621
1206,ITA,TRADEGOOD,2013-Q4,2.829955
1207,ITA,TRADEGOOD,2014-Q1,2.284862
1208,ITA,TRADEGOOD,2014-Q2,0.01093915
1209,ITA,TRADEGOOD,2014-Q3,-2.807492
1210,ITA,TRADEGOOD,2014-Q4,-4.547907
1211,ITA,TRADEGOOD,2015-Q1,-9.041886
1212,ITA,TRADEGOOD,2015-Q2,-0.3007163
1213,ITA,TRADEGOOD,2015-Q3,-1.589088
1214,ITA,TRADEGOOD,2015-Q4,-0.5870438
1215,ITA,TRADEGOOD,2016-Q1,0.6955466
1216,ITA,TRADEGOOD,2016-Q2,2.84813
1217,ITA,TRADEGOOD,2016-Q3,0.5718095
1218,ITA,TRADEGOOD,2016-Q4,-1.25965
1219,ITA,TRADEGOOD,2017-Q1,1.606023
1220,ITA,TRADEGOOD,2017-Q2,5.33346
1221,ITA,TRADEGOOD,2017-Q3,7.724218
1222,ITA,TRADEGOOD,2017-Q4,3.046132
1223,ITA,TRADEGOOD,2018-Q1,3.120238
1224,ITA,TRADEGOOD,2018-Q2,-2.30231
1225,ITA,TRADEGOOD,2018-Q3,-1.510149
1226,ITA,TRADEGOOD,2018-Q4,-0.6896965
1227,ITA,TRADEGOOD,2019-Q1,-0.1475242
1228,ITA,TRADEGOOD,2019-Q2,0.02028296
1229,ITA,TRADEGOOD,2019-Q3,-1.523611
1230,ITA,TRADEGOOD,2019-Q4,1.203885
1231,ITA,TRADEGOOD,2020-Q1,-5.32472
1232,JPN,TRADEGOOD,1998-Q2,-5.581239
1233,JPN,TRADEGOOD,1998-Q3,-2.265851
1234,JPN,TRADEGOOD,1998-Q4,7.455617
1235,JPN,TRADEGOOD,1999-Q1,-0.9556483
1236,JPN,TRADEGOOD,1999-Q2,-1.751448
1237,JPN,TRADEGOOD,1999-Q3,10.2658
1238,JPN,TRADEGOOD,1999-Q4,8.014215
1239,JPN,TRADEGOOD,2000-Q1,-0.3589838
1240,JPN,TRADEGOOD,2000-Q2,4.000465
1241,JPN,TRADEGOOD,2000-Q3,1.299499
1242,JPN,TRADEGOOD,2000-Q4,-0.09369523
1243,JPN,TRADEGOOD,2001-Q1,-10.64815
1244,JPN,TRADEGOOD,2001-Q2,-7.077016
1245,JPN,TRADEGOOD,2001-Q3,-1.031502
1246,JPN,TRADEGOOD,2001-Q4,-5.108533
1247,JPN,TRADEGOOD,2002-Q1,-0.3152993
1248,JPN,TRADEGOOD,2002-Q2,9.03325
1249,JPN,TRADEGOOD,2002-Q3,5.191634
1250,JPN,TRADEGOOD,2002-Q4,1.466858
1251,JPN,TRADEGOOD,2003-Q1,2.013032
1252,JPN,TRADEGOOD,2003-Q2,1.657813
1253,JPN,TRADEGOOD,2003-Q3,3.065765
1254,JPN,TRADEGOOD,2003-Q4,8.420278
1255,JPN,TRADEGOOD,2004-Q1,7.951196
1256,JPN,TRADEGOOD,2004-Q2,2.311072
1257,JPN,TRADEGOOD,2004-Q3,-0.2985315
1258,JPN,TRADEGOOD,2004-Q4,3.686491
1259,JPN,TRADEGOOD,2005-Q1,2.208987
1260,JPN,TRADEGOOD,2005-Q2,0.4096487
1261,JPN,TRADEGOOD,2005-Q3,-0.780053
1262,JPN,TRADEGOOD,2005-Q4,0.7304153
1263,JPN,TRADEGOOD,2006-Q1,4.845659
1264,JPN,TRADEGOOD,2006-Q2,2.990731
1265,JPN,TRADEGOOD,2006-Q3,1.106335
1266,JPN,TRADEGOOD,2006-Q4,2.468991
1267,JPN,TRADEGOOD,2007-Q1,3.252451
1268,JPN,TRADEGOOD,2007-Q2,-0.4085044
1269,JPN,TRADEGOOD,2007-Q3,4.95143
1270,JPN,TRADEGOOD,2007-Q4,6.92346
1271,JPN,TRADEGOOD,2008-Q1,5.995117
1272,JPN,TRADEGOOD,2008-Q2,-2.072068
1273,JPN,TRADEGOOD,2008-Q3,1.746543
1274,JPN,TRADEGOOD,2008-Q4,-13.52022
1275,JPN,TRADEGOOD,2009-Q1,-30.64211
1276,JPN,TRADEGOOD,2009-Q2,7.459756
1277,JPN,TRADEGOOD,2009-Q3,18.14717
1278,JPN,TRADEGOOD,2009-Q4,13.85487
1279,JPN,TRADEGOOD,2010-Q1,1.930725
1280,JPN,TRADEGOOD,2010-Q2,2.285775
1281,JPN,TRADEGOOD,2010-Q3,7.2607
1282,JPN,TRADEGOOD,2010-Q4,7.290106
1283,JPN,TRADEGOOD,2011-Q1,-3.387018
1284,JPN,TRADEGOOD,2011-Q2,-6.070585
1285,JPN,TRADEGOOD,2011-Q3,14.69933
1286,JPN,TRADEGOOD,2011-Q4,-5.582637
1287,JPN,TRADEGOOD,2012-Q1,-2.037514
1288,JPN,TRADEGOOD,2012-Q2,1.790092
1289,JPN,TRADEGOOD,2012-Q3,-2.824237
1290,JPN,TRADEGOOD,2012-Q4,-8.485343
1291,JPN,TRADEGOOD,2013-Q1,-1.405419
1292,JPN,TRADEGOOD,2013-Q2,0.2127662
1293,JPN,TRADEGOOD,2013-Q3,-0.7809907
1294,JPN,TRADEGOOD,2013-Q4,-3.720074
1295,JPN,TRADEGOOD,2014-Q1,-1.165746
1296,JPN,TRADEGOOD,2014-Q2,2.484684
1297,JPN,TRADEGOOD,2014-Q3,0.521464
1298,JPN,TRADEGOOD,2014-Q4,-5.938845
1299,JPN,TRADEGOOD,2015-Q1,-2.774223
1300,JPN,TRADEGOOD,2015-Q2,-2.438943
1301,JPN,TRADEGOOD,2015-Q3,-1.035561
1302,JPN,TRADEGOOD,2015-Q4,-4.465106
1303,JPN,TRADEGOOD,2016-Q1,1.829631
1304,JPN,TRADEGOOD,2016-Q2,5.485131
1305,JPN,TRADEGOOD,2016-Q3,3.980391
1306,JPN,TRADEGOOD,2016-Q4,-2.44081
1307,JPN,TRADEGOOD,2017-Q1,4.047373
1308,JPN,TRADEGOOD,2017-Q2,1.679843
1309,JPN,TRADEGOOD,2017-Q3,3.153841
1310,JPN,TRADEGOOD,2017-Q4,1.01873
1311,JPN,TRADEGOOD,2018-Q1,3.829404
1312,JPN,TRADEGOOD,2018-Q2,0.9460334
1313,JPN,TRADEGOOD,2018-Q3,-2.652402
1314,JPN,TRADEGOOD,2018-Q4,-0.9929549
1315,JPN,TRADEGOOD,2019-Q1,-2.165001
1316,JPN,TRADEGOOD,2019-Q2,-0.8512394
1317,JPN,TRADEGOOD,2019-Q3,1.972771
1318,JPN,TRADEGOOD,2019-Q4,-3.448834
1319,JPN,TRADEGOOD,2020-Q1,-2.334369
1320,KOR,TRADEGOOD,1998-Q2,-2.542404
1321,KOR,TRADEGOOD,1998-Q3,-7.267146
1322,KOR,TRADEGOOD,1998-Q4,4.12604
1323,KOR,TRADEGOOD,1999-Q1,-1.459036
1324,KOR,TRADEGOOD,1999-Q2,8.261936
1325,KOR,TRADEGOOD,1999-Q3,3.684705
1326,KOR,TRADEGOOD,1999-Q4,11.21408
1327,KOR,TRADEGOOD,2000-Q1,3.563427
1328,KOR,TRADEGOOD,2000-Q2,2.251634
1329,KOR,TRADEGOOD,2000-Q3,6.999516
1330,KOR,TRADEGOOD,2000-Q4,-5.668417
1331,KOR,TRADEGOOD,2001-Q1,-1.53461
1332,KOR,TRADEGOOD,2001-Q2,-10.73197
1333,KOR,TRADEGOOD,2001-Q3,-3.600174
1334,KOR,TRADEGOOD,2001-Q4,-4.170621
1335,KOR,TRADEGOOD,2002-Q1,6.494051
1336,KOR,TRADEGOOD,2002-Q2,7.04876
1337,KOR,TRADEGOOD,2002-Q3,6.083938
1338,KOR,TRADEGOOD,2002-Q4,3.010412
1339,KOR,TRADEGOOD,2003-Q1,3.449352
1340,KOR,TRADEGOOD,2003-Q2,0.7545255
1341,KOR,TRADEGOOD,2003-Q3,8.42268
1342,KOR,TRADEGOOD,2003-Q4,11.05262
1343,KOR,TRADEGOOD,2004-Q1,13.5184
1344,KOR,TRADEGOOD,2004-Q2,1.543434
1345,KOR,TRADEGOOD,2004-Q3,0.3611364
1346,KOR,TRADEGOOD,2004-Q4,5.527154
1347,KOR,TRADEGOOD,2005-Q1,4.193301
1348,KOR,TRADEGOOD,2005-Q2,-1.087585
1349,KOR,TRADEGOOD,2005-Q3,5.743794
1350,KOR,TRADEGOOD,2005-Q4,2.345379
1351,KOR,TRADEGOOD,2006-Q1,3.741777
1352,KOR,TRADEGOOD,2006-Q2,3.828881
1353,KOR,TRADEGOOD,2006-Q3,5.001312
1354,KOR,TRADEGOOD,2006-Q4,1.272927
1355,KOR,TRADEGOOD,2007-Q1,3.815104
1356,KOR,TRADEGOOD,2007-Q2,2.955727
1357,KOR,TRADEGOOD,2007-Q3,1.489246
1358,KOR,TRADEGOOD,2007-Q4,8.666675
1359,KOR,TRADEGOOD,2008-Q1,3.722445
1360,KOR,TRADEGOOD,2008-Q2,7.874325
1361,KOR,TRADEGOOD,2008-Q3,3.411469
1362,KOR,TRADEGOOD,2008-Q4,-21.94705
1363,KOR,TRADEGOOD,2009-Q1,-13.3
1364,KOR,TRADEGOOD,2009-Q2,11.51796
1365,KOR,TRADEGOOD,2009-Q3,9.705215
1366,KOR,TRADEGOOD,2009-Q4,5.358736
1367,KOR,TRADEGOOD,2010-Q1,5.006811
1368,KOR,TRADEGOOD,2010-Q2,10.00885
1369,KOR,TRADEGOOD,2010-Q3,0.8247264
1370,KOR,TRADEGOOD,2010-Q4,6.985559
1371,KOR,TRADEGOOD,2011-Q1,7.968465
1372,KOR,TRADEGOOD,2011-Q2,2.58986
1373,KOR,TRADEGOOD,2011-Q3,2.305573
1374,KOR,TRADEGOOD,2011-Q4,-4.130557
1375,KOR,TRADEGOOD,2012-Q1,3.103637
1376,KOR,TRADEGOOD,2012-Q2,-3.09043
1377,KOR,TRADEGOOD,2012-Q3,-1.624469
1378,KOR,TRADEGOOD,2012-Q4,1.903112
1379,KOR,TRADEGOOD,2013-Q1,2.353368
1380,KOR,TRADEGOOD,2013-Q2,-1.319833
1381,KOR,TRADEGOOD,2013-Q3,0.0560342
1382,KOR,TRADEGOOD,2013-Q4,2.982253
1383,KOR,TRADEGOOD,2014-Q1,0.3921725
1384,KOR,TRADEGOOD,2014-Q2,-0.3365334
1385,KOR,TRADEGOOD,2014-Q3,0.3718668
1386,KOR,TRADEGOOD,2014-Q4,0.3940918
1387,KOR,TRADEGOOD,2015-Q1,-3.240746
1388,KOR,TRADEGOOD,2015-Q2,-4.744875
1389,KOR,TRADEGOOD,2015-Q3,-3.011267
1390,KOR,TRADEGOOD,2015-Q4,-0.8955435
1391,KOR,TRADEGOOD,2016-Q1,-6.002839
1392,KOR,TRADEGOOD,2016-Q2,3.060741
1393,KOR,TRADEGOOD,2016-Q3,-0.697006
1394,KOR,TRADEGOOD,2016-Q4,5.662116
1395,KOR,TRADEGOOD,2017-Q1,6.482627
1396,KOR,TRADEGOOD,2017-Q2,4.479142
1397,KOR,TRADEGOOD,2017-Q3,4.225924
1398,KOR,TRADEGOOD,2017-Q4,-5.337197
1399,KOR,TRADEGOOD,2018-Q1,5.575975
1400,KOR,TRADEGOOD,2018-Q2,-0.1655863
1401,KOR,TRADEGOOD,2018-Q3,2.265885
1402,KOR,TRADEGOOD,2018-Q4,-0.7396646
1403,KOR,TRADEGOOD,2019-Q1,-9.592683
1404,KOR,TRADEGOOD,2019-Q2,-0.4051944
1405,KOR,TRADEGOOD,2019-Q3,-1.937306
1406,KOR,TRADEGOOD,2019-Q4,-0.2583007
1407,KOR,TRADEGOOD,2020-Q1,1.03807
1408,LUX,TRADEGOOD,1998-Q2,1.07851
1409,LUX,TRADEGOOD,1998-Q3,-0.378818
1410,LUX,TRADEGOOD,1998-Q4,7.643554
1411,LUX,TRADEGOOD,1999-Q1,-5.504941
1412,LUX,TRADEGOOD,1999-Q2,1.543001
1413,LUX,TRADEGOOD,1999-Q3,4.254812
1414,LUX,TRADEGOOD,1999-Q4,1.552362
1415,LUX,TRADEGOOD,2000-Q1,4.046891
1416,LUX,TRADEGOOD,2000-Q2,-1.3066
1417,LUX,TRADEGOOD,2000-Q3,-6.110879
1418,LUX,TRADEGOOD,2000-Q4,-1.120879
1419,LUX,TRADEGOOD,2001-Q1,20.39393
1420,LUX,TRADEGOOD,2001-Q2,-0.8175402
1421,LUX,TRADEGOOD,2001-Q3,4.360048
1422,LUX,TRADEGOOD,2001-Q4,-3.455562
1423,LUX,TRADEGOOD,2002-Q1,-0.3284201
1424,LUX,TRADEGOOD,2002-Q2,6.915987
1425,LUX,TRADEGOOD,2002-Q3,1.213789
1426,LUX,TRADEGOOD,2002-Q4,-0.9239593
1427,LUX,TRADEGOOD,2003-Q1,13.5068
1428,LUX,TRADEGOOD,2003-Q2,9.101217
1429,LUX,TRADEGOOD,2003-Q3,3.656391
1430,LUX,TRADEGOOD,2003-Q4,15.25849
1431,LUX,TRADEGOOD,2004-Q1,-0.3592634
1432,LUX,TRADEGOOD,2004-Q2,-0.9828299
1433,LUX,TRADEGOOD,2004-Q3,5.86168
1434,LUX,TRADEGOOD,2004-Q4,13.59349
1435,LUX,TRADEGOOD,2005-Q1,-2.801685
1436,LUX,TRADEGOOD,2005-Q2,-0.07896604
1437,LUX,TRADEGOOD,2005-Q3,2.656827
1438,LUX,TRADEGOOD,2005-Q4,24.95416
1439,LUX,TRADEGOOD,2006-Q1,2.714842
1440,LUX,TRADEGOOD,2006-Q2,2.171562
1441,LUX,TRADEGOOD,2006-Q3,-5.585293
1442,LUX,TRADEGOOD,2006-Q4,1.810168
1443,LUX,TRADEGOOD,2007-Q1,-1.240059
1444,LUX,TRADEGOOD,2007-Q2,-2.88375
1445,LUX,TRADEGOOD,2007-Q3,4.360961
1446,LUX,TRADEGOOD,2007-Q4,7.848979
1447,LUX,TRADEGOOD,2008-Q1,6.98463
1448,LUX,TRADEGOOD,2008-Q2,1.399372
1449,LUX,TRADEGOOD,2008-Q3,3.020364
1450,LUX,TRADEGOOD,2008-Q4,-21.64822
1451,LUX,TRADEGOOD,2009-Q1,-6.894053
1452,LUX,TRADEGOOD,2009-Q2,1.555859
1453,LUX,TRADEGOOD,2009-Q3,10.94271
1454,LUX,TRADEGOOD,2009-Q4,-5.122846
1455,LUX,TRADEGOOD,2010-Q1,-14.38147
1456,LUX,TRADEGOOD,2010-Q2,1.727317
1457,LUX,TRADEGOOD,2010-Q3,-3.813181
1458,LUX,TRADEGOOD,2010-Q4,6.795671
1459,LUX,TRADEGOOD,2011-Q1,7.39901
1460,LUX,TRADEGOOD,2011-Q2,3.643531
1461,LUX,TRADEGOOD,2011-Q3,2.967867
1462,LUX,TRADEGOOD,2011-Q4,-11.84311
1463,LUX,TRADEGOOD,2012-Q1,4.596987
1464,LUX,TRADEGOOD,2012-Q2,-9.426882
1465,LUX,TRADEGOOD,2012-Q3,-7.1635
1466,LUX,TRADEGOOD,2012-Q4,12.00794
1467,LUX,TRADEGOOD,2013-Q1,-9.498388
1468,LUX,TRADEGOOD,2013-Q2,2.070871
1469,LUX,TRADEGOOD,2013-Q3,2.234067
1470,LUX,TRADEGOOD,2013-Q4,16.45192
1471,LUX,TRADEGOOD,2014-Q1,-6.540319
1472,LUX,TRADEGOOD,2014-Q2,-3.773951
1473,LUX,TRADEGOOD,2014-Q3,-1.118412
1474,LUX,TRADEGOOD,2014-Q4,3.023711
1475,LUX,TRADEGOOD,2015-Q1,-12.61819
1476,LUX,TRADEGOOD,2015-Q2,1.632993
1477,LUX,TRADEGOOD,2015-Q3,-3.889899
1478,LUX,TRADEGOOD,2015-Q4,8.517672
1479,LUX,TRADEGOOD,2016-Q1,-9.184941
1480,LUX,TRADEGOOD,2016-Q2,3.61982
1481,LUX,TRADEGOOD,2016-Q3,-3.914123
1482,LUX,TRADEGOOD,2016-Q4,-12.32934
1483,LUX,TRADEGOOD,2017-Q1,8.339615
1484,LUX,TRADEGOOD,2017-Q2,0.02928628
1485,LUX,TRADEGOOD,2017-Q3,8.901103
1486,LUX,TRADEGOOD,2017-Q4,-2.698351
1487,LUX,TRADEGOOD,2018-Q1,6.028679
1488,LUX,TRADEGOOD,2018-Q2,-2.164595
1489,LUX,TRADEGOOD,2018-Q3,-6.311856
1490,LUX,TRADEGOOD,2018-Q4,3.157763
1491,LUX,TRADEGOOD,2019-Q1,21.69009
1492,LUX,TRADEGOOD,2019-Q2,-16.71906
1493,LUX,TRADEGOOD,2019-Q3,-8.480557
1494,LUX,TRADEGOOD,2019-Q4,-7.412923
1495,LUX,TRADEGOOD,2020-Q1,-2.0115
1496,MEX,TRADEGOOD,1998-Q2,1.525842
1497,MEX,TRADEGOOD,1998-Q3,-4.462548
1498,MEX,TRADEGOOD,1998-Q4,7.434716
