,DATE2,MEASURES_NAME,female_obvs,id,male_obvs
498,2020-06,Number of Inactive,3200.0,2020-06temp,3.3
499,2020-06,Number of Inactive,3200.0,2020-06temp,4100.0
500,2020-06,% Inactive,29.0,2020-06long-term,40.0
501,2020-06,% Inactive,29.0,2020-06long-term,49100.0
502,2020-06,Number of Inactive,52400.0,2020-06long-term,40.0
503,2020-06,Number of Inactive,52400.0,2020-06long-term,49100.0
504,2020-09,% Inactive,1.4,2020-09temp,3.2
505,2020-09,% Inactive,1.4,2020-09temp,4100.0
506,2020-09,Number of Inactive,2700.0,2020-09temp,3.2
507,2020-09,Number of Inactive,2700.0,2020-09temp,4100.0
508,2020-09,% Inactive,30.7,2020-09long-term,41.9
509,2020-09,% Inactive,30.7,2020-09long-term,53300.0
510,2020-09,Number of Inactive,56900.0,2020-09long-term,41.9
511,2020-09,Number of Inactive,56900.0,2020-09long-term,53300.0
512,2020-12,% Inactive,1.4,2020-12temp,2.6
513,2020-12,% Inactive,1.4,2020-12temp,3400.0
514,2020-12,Number of Inactive,2700.0,2020-12temp,2.6
515,2020-12,Number of Inactive,2700.0,2020-12temp,3400.0
516,2020-12,% Inactive,30.7,2020-12long-term,42.2
517,2020-12,% Inactive,30.7,2020-12long-term,56300.0
518,2020-12,Number of Inactive,59200.0,2020-12long-term,42.2
519,2020-12,Number of Inactive,59200.0,2020-12long-term,56300.0
520,2021-03,% Inactive,1.2,2021-03temp,2.6
521,2021-03,% Inactive,1.2,2021-03temp,3700.0
522,2021-03,Number of Inactive,2400.0,2021-03temp,2.6
523,2021-03,Number of Inactive,2400.0,2021-03temp,3700.0
524,2021-03,% Inactive,30.6,2021-03long-term,42.0
525,2021-03,% Inactive,30.6,2021-03long-term,58700.0
526,2021-03,Number of Inactive,59600.0,2021-03long-term,42.0
527,2021-03,Number of Inactive,59600.0,2021-03long-term,58700.0
528,2021-06,% Inactive,1.6,2021-06temp,2.5
529,2021-06,% Inactive,1.6,2021-06temp,3400.0
530,2021-06,Number of Inactive,2900.0,2021-06temp,2.5
531,2021-06,Number of Inactive,2900.0,2021-06temp,3400.0
532,2021-06,% Inactive,29.5,2021-06long-term,37.4
533,2021-06,% Inactive,29.5,2021-06long-term,51500.0
534,2021-06,Number of Inactive,54800.0,2021-06long-term,37.4
535,2021-06,Number of Inactive,54800.0,2021-06long-term,51500.0
536,2021-09,% Inactive,2.2,2021-09temp,3.8
537,2021-09,% Inactive,2.2,2021-09temp,5200.0
538,2021-09,Number of Inactive,3900.0,2021-09temp,3.8
539,2021-09,Number of Inactive,3900.0,2021-09temp,5200.0
540,2021-09,% Inactive,26.7,2021-09long-term,35.8
541,2021-09,% Inactive,26.7,2021-09long-term,49600.0
542,2021-09,Number of Inactive,47100.0,2021-09long-term,35.8
543,2021-09,Number of Inactive,47100.0,2021-09long-term,49600.0
544,2021-12,% Inactive,2.9,2021-12temp,3.6
545,2021-12,% Inactive,2.9,2021-12temp,5000.0
546,2021-12,Number of Inactive,5100.0,2021-12temp,3.6
547,2021-12,Number of Inactive,5100.0,2021-12temp,5000.0
548,2021-12,% Inactive,27.1,2021-12long-term,35.2
549,2021-12,% Inactive,27.1,2021-12long-term,49200.0
550,2021-12,Number of Inactive,47300.0,2021-12long-term,35.2
551,2021-12,Number of Inactive,47300.0,2021-12long-term,49200.0
552,2022-03,% Inactive,2.7,2022-03temp,3.0
553,2022-03,% Inactive,2.7,2022-03temp,4200.0
554,2022-03,Number of Inactive,4700.0,2022-03temp,3.0
555,2022-03,Number of Inactive,4700.0,2022-03temp,4200.0
556,2022-03,% Inactive,27.6,2022-03long-term,35.9
557,2022-03,% Inactive,27.6,2022-03long-term,49200.0
558,2022-03,Number of Inactive,47200.0,2022-03long-term,35.9
559,2022-03,Number of Inactive,47200.0,2022-03long-term,49200.0
560,2022-06,% Inactive,2.5,2022-06temp,3.2
561,2022-06,% Inactive,2.5,2022-06temp,4500.0
562,2022-06,Number of Inactive,4400.0,2022-06temp,3.2
563,2022-06,Number of Inactive,4400.0,2022-06temp,4500.0
564,2022-06,% Inactive,28.6,2022-06long-term,38.8
565,2022-06,% Inactive,28.6,2022-06long-term,54700.0
566,2022-06,Number of Inactive,50700.0,2022-06long-term,38.8
567,2022-06,Number of Inactive,50700.0,2022-06long-term,54700.0
568,2022-09,% Inactive,2.5,2022-09temp,3.3
569,2022-09,% Inactive,2.5,2022-09temp,4500.0
570,2022-09,Number of Inactive,4600.0,2022-09temp,3.3
571,2022-09,Number of Inactive,4600.0,2022-09temp,4500.0
572,2022-09,% Inactive,30.5,2022-09long-term,39.2
573,2022-09,% Inactive,30.5,2022-09long-term,53800.0
574,2022-09,Number of Inactive,55800.0,2022-09long-term,39.2
575,2022-09,Number of Inactive,55800.0,2022-09long-term,53800.0
576,2022-12,% Inactive,2.1,2022-12temp,3.5
577,2022-12,% Inactive,2.1,2022-12temp,4600.0
578,2022-12,Number of Inactive,3800.0,2022-12temp,3.5
579,2022-12,Number of Inactive,3800.0,2022-12temp,4600.0
580,2022-12,% Inactive,31.9,2022-12long-term,40.2
581,2022-12,% Inactive,31.9,2022-12long-term,52100.0
582,2022-12,Number of Inactive,56900.0,2022-12long-term,40.2
583,2022-12,Number of Inactive,56900.0,2022-12long-term,52100.0
584,2023-03,% Inactive,2.4,2023-03temp,3.6
585,2023-03,% Inactive,2.4,2023-03temp,4600.0
586,2023-03,Number of Inactive,4200.0,2023-03temp,3.6
587,2023-03,Number of Inactive,4200.0,2023-03temp,4600.0
588,2023-03,% Inactive,31.9,2023-03long-term,39.8
589,2023-03,% Inactive,31.9,2023-03long-term,50400.0
590,2023-03,Number of Inactive,56300.0,2023-03long-term,39.8
591,2023-03,Number of Inactive,56300.0,2023-03long-term,50400.0
